skill_name
skill_name
defect tracking tools
unix shell
java
JAVA
jass
rapid
tutor
caché objectscript
solidity
io
orca/modula-2
algol 58
clu
máni
tax accounting
javafx script
hlsl
krypton
promela
crystal
algol w
msil – deprecated name for cil
visual j++
winbatch
obliq
action!
constraint handling rules (chr)
e
joule
security frameworks (e.g. nist cybersecurity framework)
payroll documents
watfiv
signal
mortran
xojo
euphoria
tableau
karel
cybil
curry
flask
apl
smalltalk
vala
kixtart
a+
whiley
pilot
subtext
visual basic .net
sensetalk
kif
pl/m
logo
epl (easy programming language)
lasso
eiffel
elan
ate px
yoix
visual dialogscript
peoplecode
troubleshooting
f#
lll
orwell
lua
rails
corvision
microcode
simpol
object lisp
nice
"front-end languages(e.g. html/ css, javascript, xml, jquery)"
visual foxpro
haskell
xtend
pharo
go!
modula-2
excel
webdna
kodu
pro*c
z notation
autt
halide (programming language)
lpc
tcp/ip protocols
actor
masm microsoft assembly x86
common lisp (also known as cl)
data protection operations and legislation (e.g. gdpr)
runescript
cduce
harbour
"spring,hibernate"
common intermediate language (cil)
perl 6
strand
mad/i
openvera
grass
darwin
generally accepted accounting principles (gaap)
r++
mimic
csound
gnu e
rpg
euslisp robot programming language
planc
systemverilog
erp softwares
cms-2
korn shell (ksh)
google apps script
sa-c
sqr
lending procedures
gap
html/css
faust
"javascript frameworks (e.g. angular, react, node.js)"
auditing procedures
ibm basica
q (programming language from kx systems)
idris
irineu
joomla
janus (concurrent constraint programming language)
klerer-may system
cpl
mortgage loan computer software (e.g. calyx point)
newlisp
a# .net
krl (kuka robot language)
ops5
analytical skills
pov-ray sdl
data backup/recovery
maya (mel)
c/al
enterprise data warehouse (edw)
euclid
toi
rtl/2
rexx
forensic auditing procedures
snap!
hume
hack
sr
tacpol
maude system
script.net
hartmann pipelines
mheg-5 (interactive tv programming language)
ceylon
espol
gom (good old mad)
holyc
sasl
squirrel
ms office
red
go
zsh
glsl
agora
kv
android studio
bash
bourne shell (including bash and ksh)
small
microscript
problem resolution
lis
setl
blockly
clean
idl
exec 2
pike
pig (programming tool)
umple
international call center 
cobra
dynamo
a++
maple
bpel
algol 60
limnor
agilent vee
dax (data analysis expressions)
creativity
databases
rapira
ats
grasshopper
b2b
accounting software(ex:- freshbooks and zoho)
cyclone
tie
pl/i – iso 6160
fjölnir
claire
ezhil
m4
typescript
core-java
accent
act-iii
cryptol
purebasic
customer service
orc
bookkeeping procedures
rlab
java
rpl
dc
xbase++
pari/gp
data cleansing
pcf
planner
roop
nemerle
datatrieve
teco
abp
j
factor
mapper (now part of bis)
xpl0
comal
parasail (programming language)
acc
mumps
supercollider
miranda
emotional intelligence
mystic programming language (mpl)
advance-java
zpl
s/sl
lite-c
drakon
lansa
oriel
oracle
lse
processing.js
jython
lisa
prolog
web servers (e.g. apache)
flexibility
telcomp
icon
axum
gamemonkey script
system security (e.g. intrusion detection systems)
lava
miva script
clarion
tex
s3
lucid
neko
euler
simula
c
curl
customer support
"extract, transform and load (etl) frameworks"
collection techniques (e.g. skip tracing)
kaleidoscope
mouse
perl
zetalisp
ambienttalk
ttm
nxt-g
angelscript
agda
flavors
snowball
formac
trac
object rexx
compiler-compiler
livescript
sabretalk
cuneiform
sawzall
scala
ucsd pascal
egl
chill
proiv
routing and switching
objective-j
hopscotch
golo
slip
hermes
xl
jquery
logtalk
ibm basic assembly language
forecasting models
lilypond
newp
scratch
hamilton c shell
zeno
visual dataflex
vsxu
clipper
spin
optimj
andriod sdk
z++
coffeescript
organizational skills
lyapas
chuck
matlab
abc
julia
objective-c
ttcn
cso
"scrum techniques and artifacts (such as definition of done, user stories, automated testing, backlog refinement)"
mirah
picolisp
genie
dinkc
nesl
msl
presentation skills
ratfiv
epl (eltron programming language)
limbo
occam
dasl (datapoint's advanced systems language)
maxima (see also macsyma)
bloop
dylan
xsb
cms exec (exec)
oz
unrealscript
visual lisp
oberon
serpent
ibm rpg
"agile frameworks (crystal, xp etc.)"
fl
swift (parallel scripting language)
watfor
general ledger
floop
clist
scilab
powershell
t
inform
pascal script
dibol
d
a-0 system
comtran
ecmascript
cryptographic protocols (e.g. ssl/ tls)
chomski
sail
php
bertrand
franz lisp
nwscript
pascal – iso 7185
goal
visual objects
mathematica
autooder
etoys
postscript
argus
alice
milk (programming language)
stata
ppl
flex
sam76
xpl
amiga e
graphtalk
mad (michigan algorithm decoder)
flow-matic
dog
occam-π
sas
basic
m (alternative name for the mumps programming language)
jcl
tmg
verilog
little b
data entry
webassembly
c shell (csh)
machine learning frameworks (like keras or pytorch)
lsl
pcastl
kee
xsharp
chapel
cash management
apex
tom
"knowledge of software development life cycle
"
cecil
math skills
xbase
ec
